,BA1,BA2,BA3,BA4,BA5,BA6,BA7,BA8,BE1,BE2,BE3,BE4,BE5,BE6,BE7,BE8,CA1,CA2,CA3,CA4,CA5,DE1,DE2,EA1,HE1,HE2,HE3,IR1,IR2,IR3,IR4,MA1,MA2,MA3,MA4,MI1,MI2,MI3,MI4,MI5,MI6,NO1,NO2,OA1,OA2,OA3,OA4,OA5,OA6,OA7,OA8,OA9,OA10,OA11,OA12,OA13,OA14,OA15,OA16,OT1,OT2,OT3,OT4,OT5,OT6,OT7,OU1,OU2,OU3,OU4,OU5,OU6,OU7,OU8,OU9,OU10,OU11,OU12,OU13,OU14,OU15,OU16,OU17,OU18,OU19,OU20,OU21,OU22,OU24,OU25,OU26,OU27,OU28,OU29,RA1,RA2,RO1,RO2,RO3,RO4,RO5,RO6,SA1,SA2,SA3,SA4,SA5,SA6,SA7,SA8,SA9,SA10,SA11,SA12,SO1,SO2,STC9,STC10,STC12,STD5,STD6,STD7,STD8,STD9,STD10,STD11,STE3,STE4,STE5,STE6,STE7,STE9,STE10,STF2,STF3,STF4,STF5,STF7,STF9,STG2,STG3,STG4,STG6,STG7,STG9,STH4,YO1,YO2,OU23,ST1,ST2,ST3,ST4,ST5,ST6
STE3,15514.02599,14598.76973,14142.88415,13357.20556,12744.7265,12600.31173,11954.84836,11177.65324,11859.53683,13244.58528,12448.97691,11645.27901,13841.09951,13095.86738,12330.35484,13670.64329,8279.613382,9103.807381,9920.00854,10379.09628,11276.29707,15597.61649,16559.70431,30995.56406,8322.385349,7737.086499,6931.159504,5669.475917,5841.07261,6673.755881,6838.956676,3545.005617,3218.050714,3948.538639,3413.515666,12472.87308,13331.66811,11929.99265,12778.69344,13695.18316,14150.41941,13673.4156,14669.04547,8238.897202,6394.195129,7983.470576,7012.192868,6040.562173,8804.925619,7819.490992,6679.222524,5849.811499,9827.281,8815.932207,7817.68337,6821.185364,8919.583077,7950.664523,6930.912239,7703.262946,6927.73412,8347.542375,7668.75363,7068.829199,8444.666619,7885.112173,14747.8692,15672.02872,15273.73738,16127.83705,17027.05552,16651.32967,17497.93417,18370.61244,16390.90416,17199.3151,18875.5706,17003.00221,17796.59733,18606.96248,19422.30979,18442.39118,19216.43451,20025.59593,18349.47361,19149.69777,19821.0609,20673.64918,20485.72586,21236.54991,22001.87545,21172.23814,21908.41539,22659.48628,13554.0585,13082.69951,9949.120667,10844.79237,10452.54794,11772.53097,11408.3265,11670.0621,25681.7824,24700.31023,23712.65456,26773.90546,25771.37341,24782.17242,23790.70021,26912.5912,25933.94841,24916.65449,23765.74386,24137.05781,9675.852955,10687.20958,6389.521694,7296.76618,9243.505019,2285.729647,3284.943545,4186.334904,5167.638841,6180.30881,7133.915119,8030.207172,0,1054.729337,2018.292564,3067.03806,4046.43,6058.492626,7005.900796,1296.696854,1027.510317,1474.282924,2296.604621,4201.644915,6208.569815,2203.132366,1980.570979,2223.924536,3681.124183,4526.796021,6562.734976,3168.95459,17970.94482,19257.53004,18054.68677,3009.557308,3223.918124,5074.094666,5193.454215,8194.655326,3161.189145
STE4,16196.38226,15309.58939,14817.4706,14070.01227,13410.68802,13349.06021,12661.25335,11927.25505,12749.64352,14122.50635,13301.19624,12467.23129,14683.45002,13908.82069,13109.34481,14443.08147,7642.696772,8521.382584,9389.079316,9974.222146,10905.75015,16136.48543,17069.95745,32050.18655,9002.506757,8335.887739,7598.568132,5623.994926,5712.426377,6673.503137,6682.158664,4552.399763,4058.781402,4647.402907,3944.912309,11638.7274,12471.28489,11055.36849,11878.79872,12773.74454,13183.3818,13493.22733,14477.85879,9236.642764,7357.657117,9013.622937,8036.079144,7055.018275,9855.235231,8869.133524,7727.061434,6896.744479,10881.95494,9870.542791,8872.133032,7875.533511,9966.636823,8994.188369,7971.662758,8542.584916,7714.183565,9122.810736,8385.368292,7712.728703,9097.325236,8455.297611,13813.519,14722.6882,14370.01907,15205.66648,16089.99698,15757.81799,16585.99636,17444.32868,15549.41864,16335.3457,17974.71757,16193.12804,16961.73367,17750.71403,18546.68987,17637.63828,18386.2956,19176.10758,17598.21473,18369.52731,19017.68938,19848.56396,19709.06225,20436.7493,21181.10825,20420.70635,21133.24341,21862.18066,14580.5634,14098.24827,10475.28561,11328.82532,10857.85835,12219.23055,11779.46557,11955.71048,26732.5385,25750.75887,24762.97933,27820.93128,26818.00495,25828.07654,24836.02735,27954.34948,26974.88281,25956.70183,24805.49938,25167.66325,9882.15399,10873.93018,5381.195045,6282.595899,8211.200946,1405.89568,2300.916254,3165.66496,4133.245153,5139.041058,6088.057286,6978.941858,1054.729337,0,964.2519286,2012.331514,2992.037847,5003.973255,5951.769329,2190.358912,1380.418548,1030.702091,1437.744365,3191.380233,5174.269033,2827.498986,2225.3975,1973.290641,2869.022802,3622.283331,5577.594777,3009.834269,19001.68832,20280.1708,17171.02671,3168.294152,2245.607219,4019.496112,4166.312264,7170.002504,3624.154128
STE5,16816.8011,15956.9789,15434.29723,14722.13737,14024.01829,14034.2796,13311.94332,12617.39259,13607.42369,14969.62203,14130.32711,13275.25937,15503.2321,14707.48367,13883.67885,15209.80871,7192.76774,8119.527098,9032.183888,9739.257756,10696.83194,16712.80826,17620.37861,33012.38234,9647.89668,8919.297902,8244.476345,5802.756497,5813.416973,6866.482858,6732.974005,5498.813696,4921.752894,5417.5975,4625.443474,10876.59145,11681.54487,10255.04333,11051.95428,11924.70191,12290.85455,13449.59448,14419.08592,10143.69527,8239.878526,9949.523124,8967.112612,7979.18025,10811.03199,9824.313709,8680.548899,7849.596336,11845.405,10834.15683,9835.975779,8839.46599,10929.20621,9955.309168,8931.651685,9373.62046,8512.193964,9906.182019,9129.927585,8408.902041,9790.430099,9090.382719,13002.39776,13893.39517,13592.44945,14406.37715,15273.09343,14989.46462,15796.39603,16638.07158,14837.84783,15598.28797,17195.75364,15514.16316,16254.93717,17020.0181,17794.34328,16961.6678,17682.51069,18450.91025,16978.16527,17718.15892,18341.19525,19148.32397,19059.42985,19762.22209,20483.96409,19796.03773,20483.38686,21188.69904,15531.60218,15042.50108,11062.51793,11877.63328,11345.2404,12733.17419,12233.18983,12336.56562,27696.28966,26714.40956,25726.59043,28783.13352,27780.0261,26789.75017,25797.42275,28913.7828,27933.86586,26915.19617,25763.85159,26120.41899,10210.35496,11177.27823,4498.915617,5388.008342,7286.904942,1027.1113,1523.448752,2282.194474,3215.072409,4205.347918,5145.001323,6025.512676,2018.292564,964.2519286,0,1049.884337,2028.158459,4040.27087,4987.660288,3082.06913,2126.965122,1374.558437,989.7361946,2281.555211,4225.869104,3550.767992,2763.750751,2163.329312,2261.056904,2850.866484,4681.68836,3131.067454,19954.87708,21228.10086,16411.58104,3546.196098,1414.880699,3056.003317,3227.998291,6258.136912,4200.516694
STE6,17589.24836,16755.73346,16206.117,15527.59666,14795.92307,14870.76731,14119.36378,13461.39223,14516.6028,15865.14618,15006.95293,14130.20077,16367.55696,15549.66283,14700.85136,16016.17865,6741.041837,7709.775672,8662.559583,9499.568592,10476.8553,17309.78151,18187.18713,34062.05511,10463.3358,9685.319159,9067.95346,6083.14962,6012.86277,7135.711579,6855.364024,6519.042784,5864.173769,6271.824855,5412.679545,10149.842,10913.57843,9477.81135,10233.97893,11072.43221,11373.89611,13391.66681,14339.33731,11165.15177,9246.281153,10989.2444,10004.35924,9012.901306,11860.08252,10873.21015,9728.949344,8897.844457,12894.28422,11882.84355,10884.31504,9887.63599,11969.55824,10992.84931,9967.40509,10262.67261,9370.622318,10743.88061,9931.128966,9165.553666,10535.68635,9780.773381,12094.95384,12965.13374,12720.38664,13509.45531,14356.26785,14124.95549,14907.92026,15730.97446,14035.40951,14766.63113,16316.89036,14745.99794,15454.97151,16192.98064,16943.0804,16193.93375,16883.48151,17627.82616,16271.37038,16975.81133,17570.61724,18351.07327,18316.76993,18991.7578,19688.41665,19079.23471,19738.4793,20417.61535,16552.0253,16053.52725,11691.66791,12462.42482,11868.63944,13277.14978,12716.15284,12741.9534,28739.32674,27757.09817,26769.15684,29821.81315,28818.30614,27827.27434,26834.37185,29946.73028,28966.00687,27946.4851,26794.93388,27142.20473,10575.41911,11508.31042,3541.404796,4407.846365,6267.163761,1408.385505,1005.770738,1380.877178,2220.379535,3181.840021,4108.752434,4979.3682,3067.03806,2012.331514,1049.884337,0,981.0983017,2991.964098,3940.665144,4109.264078,3108.916739,2254.023416,1444.301568,1439.751778,3232.186627,4482.672944,3608.900682,2827.421542,2046.267887,2272.063892,3793.828492,3641.008614,20977.8656,22243.08976,15554.5258,4240.591886,986.4904076,2007.349437,2270.201827,5253.955139,5020.087917
STE7,18266.32467,17459.37906,16884.99563,16239.79018,15477.77495,15613.81381,14836.26261,14214.3599,15425.07021,16763.43528,15893.01228,15002.18115,17243.87992,16411.12412,15545.48728,16851.3952,6547.954772,7543.415833,8523.948671,9480.322601,10467.10491,17982.79681,18834.41876,35039.64682,11198.23619,10378.97219,9816.053706,6577.831426,6444.270515,7602.85135,7205.488341,7494.711388,6805.176749,7162.506141,6269.783377,9446.660287,10167.45676,8728.927311,9442.647685,10246.23325,10487.95872,13514.68152,14437.24512,12098.17574,10164.66315,11944.92585,10957.0847,9961.714642,12831.85105,11844.62769,10699.25169,9867.931568,13873.53891,12862.31451,11864.10299,10867.5505,12950.41081,11973.21007,10947.39326,11162.90302,10252.96271,11609.39085,10773.91196,9980.410544,11337.64754,10546.31169,11332.00566,12174.10737,11999.35592,12756.30148,13577.06176,13409.61774,14162.33968,14961.56975,13392.98956,14088.55163,15580.4849,14140.7581,14811.86945,15517.31872,16238.09808,15585.63736,16238.50929,16954.21105,15730.40344,16394.08265,16956.34024,17705.57585,17732.05079,18375.16472,19042.85144,18521.43411,19148.89688,19798.23892,17525.97212,17023.04413,12404.27905,13138.24812,12498.80585,13918.17021,13310.6172,13273.30973,29720.40422,28738.15487,27750.20533,30802.22228,29798.6246,28807.40734,27814.35713,30925.42453,29944.42196,28924.59762,27772.98485,28116.282,11085.55895,11984.54888,2777.064024,3585.271263,5362.115166,2246.100232,1410.182462,1005.778019,1438.420296,2291.975961,3179.669619,4022.177355,4046.43,2992.037847,2028.158459,981.0983017,0,2012.141977,2959.884248,5058.199647,4030.186893,3136.390411,2212.794617,963.410359,2302.322574,5353.416074,4430.638935,3559.567948,2211.718146,1990.295433,2987.165118,4224.74986,21952.70791,23214.06581,14845.13804,4939.238977,1341.736001,1028.260939,1420.730454,4381.093988,5798.182202
STE9,19814.5413,19055.47757,18441.62627,17854.7716,17045.68871,17281.93744,16464.99661,15904.12796,17268.96251,18584.58499,17691.56594,16775.37319,19020.30665,18160.11712,17264.14211,18547.87988,6482.045157,7473.374509,8466.132978,9632.083951,10608.68465,19359.9725,20157.44976,37051.36245,12876.27244,12000.15216,11524.65379,7793.809879,7559.946848,8734.854701,8147.150358,9486.481374,8734.169499,9006.150599,8069.4922,8292.116638,8883.155288,7468.132085,8047.579664,8739.986915,8805.934848,13860.14183,14718.70578,14061.05314,12111.26237,13936.0265,12945.28939,11946.11661,14839.67855,13852.25627,12706.06614,11874.70943,15885.67242,14874.4157,13876.1061,12879.49239,14956.45029,13976.85175,12949.70004,13001.77679,12062.8475,13382.20885,12509.6141,11671.76768,12995.88708,12145.28359,9798.282015,10567.11303,10555.7577,11231.43223,11986.66926,11965.08796,12643.6774,13384.61552,12113.26666,12721.96098,14073.15424,12936.38351,13517.00732,14144.77481,14796.17998,14361.16746,14928.45951,15576.80215,14652.29974,15221.33912,15708.47299,16385.0337,16543.228,17113.41565,17714.99365,17385.69409,17941.04901,18523.01272,19509.05873,18995.03275,13891.11365,14550.87058,13832.44399,15259.23961,14569.60537,14413.93215,31728.11087,30745.52357,29757.4714,32805.09681,31801.07851,30809.02807,29815.36065,32921.34715,31939.41264,30918.61146,29766.85681,30098.13237,12215.37055,13037.74315,1831.916428,2207.668703,3559.143855,4135.368971,3123.447438,2224.097109,1401.921416,1008.917263,1406.440893,2077.130079,6058.492626,5003.973255,4040.27087,2991.964098,2012.141977,0,951.1288132,7049.891446,6002.367628,5087.411257,4116.099331,2200.887153,1001.38031,7264.548219,6302.208316,5365.353278,3586.594459,2831.775747,2055.044979,5835.31372,23937.43,25188.18615,13402.56872,6659.181561,3123.857276,984.6627029,1357.325652,2729.581197,7595.345222
STE10,20513.05054,19777.90649,19146.4405,18588.11897,17758.48311,18041.36991,17207.35974,16676.15045,18183.5782,19491.64969,18592.05519,17668.4734,19912.9584,19044.40406,18139.18363,19414.4007,6758.162702,7720.846186,8698.382906,9939.43503,10899.12069,20110.76481,20886.39786,37995.54806,13649.7326,12750.99935,12315.85429,8536.49728,8272.216571,9439.596629,8791.498383,10437.36004,9675.502321,9927.787632,8982.052004,7780.345852,8294.335984,6910.931721,7408.176358,8033.13323,8004.305901,14211.76459,15036.89463,14970.24544,13012.86505,14862.38131,13870.0682,12868.92693,15778.90821,14791.38542,13644.55231,12813.28824,16832.34324,15821.38465,14823.50609,13827.07821,15907.17821,14927.84674,13900.77023,13917.60718,12971.38184,14278.34093,13395.63381,12545.69022,13856.80094,12988.90447,9214.119589,9930.451138,10022.16508,10642.85791,11352.9515,11421.40749,12051.30924,12753.24146,11666.16668,12220.33871,13481.47877,12527.07951,13052.69082,13632.45185,14240.58279,13932.51116,14448.66457,15055.80104,14303.33005,14817.44528,15260.57069,15893.59807,16124.86627,16652.51242,17215.11448,16993.31235,17507.28086,18050.21799,20458.62239,19942.74562,14692.63112,15324.52071,14579.74796,16005.06859,15287.12918,15087.47453,32678.56768,31696.06059,30708.02975,33756.18483,32752.18201,31760.15121,30766.4892,33872.27791,32890.27397,31869.39184,30717.62911,31047.28777,12894.5919,13683.91904,2114.70587,2077.199713,2878.858538,5077.542025,4052.63574,3130.636581,2218.102341,1425.087312,1073.311362,1299.185625,7005.900796,5951.769329,4987.660288,3940.665144,2959.884248,951.1288132,0,7980.2157,6924.667788,6003.753344,5022.502723,3050.624791,1263.263892,8157.340637,7182.977233,6229.019822,4362.856528,3514.010259,2103.136699,6625.961415,24887.1355,26136.05225,12852.48757,7480.428841,4016.093703,1934.469061,2093.263804,2261.850837,8440.193286
STF2,14231.99597,13310.50458,12863.61245,12068.98595,11468.91712,11306.37232,10668.6927,9883.981079,11629.54557,13032.33815,12299.45626,11565.92028,13702.60009,13022.59401,12328.77102,13671.02696,9567.984079,10380.49445,11181.56812,11592.97428,12472.02069,15957.23786,16953.43424,30045.54257,7047.479638,6498.000084,5664.470454,6723.421773,6944.025795,7679.171006,7945.44203,3162.733362,3371.470293,4301.587731,4045.524992,12781.13544,13683.8636,12320.17258,13214.41625,14172.07007,14734.28523,14753.40341,15753.3188,7061.660528,5168.343443,6887.380511,5898.887379,4904.459226,7813.769953,6827.111223,5679.158052,4850.182996,8931.684993,7931.117192,6948.987357,5966.926414,8150.887673,7220.905595,6235.503857,7642.57274,6992.531681,8402.556224,7842.623045,7374.757027,8707.803544,8281.046741,15997.03598,16910.52471,16540.25926,17384.74612,18274.65188,17922.67671,18760.66738,19625.3147,17678.77663,18481.4302,20143.93123,18296.44454,19086.0435,19891.46699,20700.92224,19736.56491,20506.93091,21312.0035,19646.1219,20445.87493,21115.47527,21965.1538,21782.09486,22531.40089,23294.16342,22468.85648,23204.86777,23954.62716,12887.51732,12468.10147,10372.71836,11313.54025,11022.9069,12279.61136,12009.19663,12363.24955,24832.37915,23855.11048,22869.70593,25958.74415,24960.27242,23977.73889,22991.70163,26135.48517,25163.04092,24152.33499,23004.5073,23425.82899,10467.88647,11488.34883,7565.318027,8462.340868,10368.60137,3543.334485,4490.812963,5346.570049,6296.541441,7285.52821,8218.015929,9080.100956,1296.696854,2190.358912,3082.06913,4109.264078,5058.199647,7049.891446,7980.2157,0,1083.166606,2009.487725,3001.81359,5020.778511,7062.117496,1099.588283,1477.469536,2256.86656,4169.378189,5113.222811,7260.217957,2880.76708,17269.4386,18591.95699,19330.20736,2354.964036,4015.693025,6077.929982,6037.256653,9339.300198,2128.684999
STF3,14816.05079,13929.67808,13437.29269,12690.31243,12030.75677,11973.34141,11281.35174,10552.17012,12554.3652,13951.29022,13189.13983,12420.68612,14588.82344,13876.33754,13144.56306,14487.43963,9010.836961,9876.851564,10729.03603,11261.44581,12176.49665,16554.07105,17526.51034,31122.08437,7622.128756,6961.106957,6218.150023,6668.161159,6820.125551,7683.348926,7812.89687,4108.542781,4054.243755,4872.525585,4410.694031,11793.49542,12681.75819,11304.29365,12185.82757,13133.04715,13671.75405,14648.86182,15641.73338,8068.06114,6138.721589,7938.137757,6945.419783,5944.5343,8889.730787,7903.835666,6756.207694,5928.562155,10014.72549,9014.281441,8031.782287,7048.712999,9226.814758,8290.524046,7297.489798,8478.677669,7759.040503,9179.563622,8548.738213,7995.425024,9360.449232,8842.574367,15125.44716,16019.67272,15704.39663,16526.41337,17397.62332,17097.5806,17913.41242,18760.32711,16912.80102,17689.81122,19308.86091,17565.077,18326.81491,19107.90041,19894.88393,19010.40156,19752.45986,20535.52062,18977.95721,19746.42525,20390.50939,21215.89585,21086.29126,21810.09648,22549.40676,21800.29964,22510.54231,23235.84826,13951.19797,13521.12027,10918.26333,11826.74584,11456.0776,12764.32104,12417.93082,12691.91395,25915.54571,24938.26161,23952.83368,27041.29319,26042.63671,25059.76981,24073.40798,27215.94994,26242.97664,25231.65587,24083.46696,24499.2348,10703.13471,11714.68909,6622.446691,7505.577487,9374.668605,2784.864718,3616.662892,4408.463943,5323.058203,6289.655804,7205.861614,8048.753323,1027.510317,1380.418548,2126.965122,3108.916739,4030.186893,6002.367628,6924.667788,1083.166606,0,929.656863,1923.372856,3943.642179,5984.703469,1451.083139,964.0276929,1311.961887,3104.805615,4038.190012,6178.629744,2170.766743,18340.4375,19657.52506,18515.6112,1989.939055,2939.512134,5039.204949,4960.453742,8362.117963,2268.420001
STF4,15442.25118,14583.3012,14059.76712,13348.95716,12649.51191,12665.938,11938.82101,11250.57487,13311.54806,14700.83543,13913.84507,13116.44553,15307.92885,14567.91066,13804.6147,15144.92583,8516.498668,9423.370306,10314.7147,10949.73086,11890.47226,17015.86673,17965.41959,32051.7205,8275.076917,7545.514672,6872.308421,6653.560339,6742.724041,7701.387687,7710.613685,4922.648915,4691.799242,5407.607505,4806.821004,11015.3848,11884.32531,10491.31731,11355.03169,12287.38243,12792.18355,14515.50888,15498.32506,8974.267445,7031.256111,8862.523848,7868.738619,6866.224749,9819.365063,8833.409695,7685.731491,6857.84644,10940.03894,9938.130352,8953.29916,7967.616401,10135.31351,9191.355321,8190.624732,9173.259147,8402.00466,9821.722669,9136.980434,8519.296743,9899.189778,9310.624621,14336.62204,15214.40495,14943.84572,15746.63498,16602.02562,16344.0348,17141.09418,17973.10654,16207.98361,16962.84531,18545.01064,16887.95317,17625.61468,18385.859,19153.83619,18335.5637,19053.46439,19817.78112,18351.2844,19092.71269,19714.99031,20519.63842,20433.97904,21136.08201,21855.58814,21169.66009,21857.94219,22562.57219,14842.39375,14400.19274,11358.15338,12234.3952,11798.43588,13143.23037,12734.22767,12938.87605,26839.19168,25861.39438,24875.64341,27961.04567,26961.78141,25977.93287,24990.72111,28130.30896,27156.27667,26143.79557,24994.97883,25401.72636,10883.77991,11880.55703,5794.003885,6661.313954,8495.841986,2247.458348,2897.284907,3602.48212,4473.510853,5415.555938,6316.041151,7143.25868,1474.282924,1030.702091,1374.558437,2254.023416,3136.390411,5087.411257,6003.753344,2009.487725,929.656863,0,993.7175504,3013.993518,5055.053191,2229.021773,1389.799248,942.7981357,2245.972205,3146.911852,5265.476045,1979.438476,19240.09419,20549.83083,17769.00464,2212.836339,2010.06117,4132.434313,4030.806937,7498.385863,2826.09919
STF5,16145.72157,15315.22586,14762.64186,14088.46348,13352.57678,13439.48581,12680.95935,12033.26493,14142.32583,15522.20467,14712.52901,13888.90094,16098.95437,15333.4257,14541.12054,15876.15832,8071.125922,9017.385819,9946.725898,10693.66002,11656.69977,17548.44561,18472.6703,33045.39789,9028.4028,8242.36072,7636.535099,6777.876922,6798.483036,7840.946913,7721.960523,5830.243664,5465.213204,6083.753461,5375.75278,10213.26662,11056.25542,9647.046256,10486.6338,11399.09421,11861.37179,14435.4129,15403.1843,9948.185357,7995.233533,9851.930525,8857.391057,7853.769867,10813.0446,9827.024411,8679.299923,7851.202286,11929.64324,10926.4816,9939.704238,8951.970979,11109.81619,10159.46506,9152.753248,9956.69854,9142.343024,10553.92835,9822.495703,9148.932299,10533.58759,9881.368375,13511.80209,14368.89207,14151.66245,14930.62252,15766.42439,15558.05421,16332.18705,17145.97818,15479.10746,16207.02548,17744.49437,16190.06154,16898.72599,17633.88552,18379.07029,17638.03182,18327.21625,19069.13738,17708.92578,18418.30638,19014.82655,19794.84608,19759.39119,20435.98632,21132.23489,20518.77558,21181.38278,21861.87089,15799.24281,15345.68238,11888.80546,12728.76221,12229.86737,13604.7411,13134.52508,13267.60327,27826.65141,26848.34992,25862.29186,28944.52303,27944.66851,26959.85716,25971.82374,29108.30846,28133.24354,27119.63823,25970.25039,26367.91631,11157.18084,12131.924,4946.964621,5786.595445,7568.927251,2015.290597,2299.203496,2824.457397,3607.970068,4504.770561,5378.907789,6182.603504,2296.604621,1437.744365,989.7361946,1444.301568,2212.794617,4116.099331,5022.502723,3001.81359,1923.372856,993.7175504,0,2020.279747,4061.362923,3153.556978,2217.868975,1383.906539,1431.332347,2230.310795,4297.865326,2233.991112,20204.15206,21506.45593,16989.32436,2796.308019,1016.859051,3177.04066,3037.093891,6593.867978,3597.935367
STF7,17666.40358,16890.02062,16289.55901,15682.76954,14888.64407,15095.53378,14288.22737,13712.63354,15885.89821,17244.73811,16398.59865,15533.35843,17766.38029,16959.0538,16119.77798,17438.90335,7490.793822,8489.244732,9473.130493,10441.9197,11428.94952,18742.01673,19613.58386,35065.53542,10685.45038,9821.863985,9327.979005,7438.611677,7331.558088,8477.903945,8122.128887,7739.0028,7203.136049,7670.753426,6834.403088,8710.150811,9476.057122,8041.179459,8807.359464,9660.467285,10009.30063,14476.17506,15400.02672,11939.33752,9974.298972,11866.15682,10870.73927,9865.878116,12833.20774,11847.06177,10699.2626,9870.825554,13942.84792,12937.80769,11948.19396,10957.69973,13098.84669,12139.21666,11124.6112,11645.36289,10770.26858,12153.68834,11353.44395,10597.91665,11970.46243,11220.2095,11910.22442,12712.03645,12624.566,13341.677,14126.64784,14036.81022,14752.93132,15520.48651,14092.20775,14752.6622,16178.67048,14869.92011,15507.28916,16180.73231,16870.09757,16309.51911,16929.56271,17617.04648,16505.01303,17137.80867,17673.01168,18393.82197,18471.5472,19087.88664,19729.20995,19280.29216,19882.8108,20506.85575,17755.46415,17282.79172,13129.31215,13894.34792,13288.61237,14700.80936,14124.318,14123.18686,29834.78073,28855.57881,27869.00043,30945.09465,29944.20443,28957.67537,27968.20781,31098.5852,30121.69479,29106.12064,27955.8342,28336.63822,11944.82551,12860.24991,3467.975423,4170.986088,5750.225019,2847.986096,2242.584497,1968.230525,2204.295937,2825.966645,3565.6421,4273.694671,4201.644915,3191.380233,2281.555211,1439.751778,963.410359,2200.887153,3050.624791,5020.778511,3943.642179,3013.993518,2020.279747,0,2041.355304,5115.116582,4134.562314,3178.632261,1435.71613,1028.055778,2400.53435,3645.171806,22170.73035,23459.173,15475.25296,4458.413299,1005.217847,1404.118318,1016.814174,4859.427101,5398.322244
STF9,19268.67455,18543.01618,17904.66227,17358.68711,16520.24232,16826.47807,15983.13927,15470.24204,17727.25263,19065.52882,18193.43149,17299.02995,19541.70258,18703.82131,17830.71739,19130.95397,7481.827212,8474.119554,9467.156134,10627.11482,11605.15782,20116.91465,20937.06646,37106.76019,12447.39193,11534.84512,11128.88745,8587.217142,8383.809142,9559.876603,9021.738468,9723.87085,9094.887812,9464.600775,8566.460966,7404.704119,8044.212595,6614.624391,7254.409509,8007.71268,8194.356608,14845.97324,15710.03655,13953.05999,11980.46104,13899.87091,12903.85778,11898.19622,14874.40751,13888.34586,12740.57353,11912.18071,15981.58157,14975.62268,13984.59525,12992.7914,15123.18447,14158.18816,13139.44376,13465.20888,12553.43981,13905.06726,13060.99155,12253.83463,13601.13036,12785.356,10475.90059,11193.35255,11277.87719,11905.2049,12615.84608,12679.19019,13314.02074,14016.13303,12902.13341,13470.72262,14744.26256,13751.11589,14294.23636,14885.47212,15500.50368,15163.73989,15694.70811,16310.76402,15504.59927,16040.57448,16498.21611,17142.76342,17353.45786,17894.22648,18466.38553,18212.97609,18741.24997,19295.36362,19754.73322,19268.34743,14592.79224,15287.72508,14601.1403,16027.00217,15367.53587,15251.13754,31869.58883,30889.80032,29902.90272,32974.44572,31972.85328,30985.12537,29994.67677,33120.18069,32141.98555,31125.01353,29974.18067,30341.84426,13051.87947,13898.25921,2829.823301,3116.550173,4142.029722,4547.791848,3640.289788,2864.396347,2256.735984,2007.376136,2191.314897,2559.377184,6208.569815,5174.269033,4225.869104,3232.186627,2302.322574,1001.38031,1263.263892,7062.117496,5984.703469,5055.053191,4061.362923,2041.355304,0,7123.77481,6131.40745,5155.26749,3204.368257,2300.5978,1053.94505,5456.332611,24175.81093,25453.18611,14111.49256,6337.273752,3046.448287,1466.381975,1025.098019,3480.00667,7321.569763
STG2,13376.17462,12483.51499,11999.0983,11243.52187,10594.55377,10522.5634,9835.252484,9101.226676,12356.79898,13763.15611,13072.30758,12382.77652,14475.53087,13835.88997,13183.50767,14521.50784,10429.16941,11277.46377,12109.64444,12582.13222,13477.25883,16958.96503,17965.49063,30069.8253,6179.649866,5548.406031,4777.580841,7794.00539,7998.537278,8762.658977,8999.729876,3963.81731,4389.070127,5352.295142,5140.455116,12270.13699,13201.61807,11877.90538,12803.27785,13789.58991,14442.58837,15821.22351,16819.92556,6829.288704,4859.505778,6813.449177,5817.919157,4812.774157,7883.447504,6913.989315,5785.077086,4986.552692,9107.701372,8134.881973,7190.231793,6249.01118,8479.319949,7604.813451,6674.295704,8499.237657,7915.309097,9307.93904,8802.706497,8384.856048,9695.755928,9313.458295,16551.30931,17436.28656,17142.27308,17956.80473,18820.13437,18537.89049,19347.16224,20187.40933,18362.56981,19136.58899,20745.98429,19016.16014,19776.97228,20555.62228,21338.86428,20461.46841,21202.83597,21983.97062,20425.12306,21196.55831,21841.57542,22666.48861,22536.2523,23261.13186,24000.15665,23247.76672,23960.46636,24686.85713,13268.5948,12899.44741,11405.95869,12357.1333,12091.27705,13331.4795,13082.44075,13451.43566,24984.32996,24013.62304,23032.74985,26146.64097,25154.29784,24180.79498,23202.58594,26363.68535,25399.3685,24397.35888,23255.02392,23725.84066,11566.11594,12586.77167,8020.716509,8890.286096,10715.50433,4233.347774,5058.084388,5819.835733,6702.506252,7639.897545,8529.343158,9334.950079,2203.132366,2827.498986,3550.767992,4482.672944,5353.416074,7264.548219,8157.340637,1099.588283,1451.083139,2229.021773,3153.556978,5115.116582,7123.77481,0,1000.839662,1987.697951,4011.473984,4984.146905,7160.866139,2208.404953,17595.79049,18948.20305,19958.0553,1450.152709,4143.029331,6330.566395,6116.902101,9725.134906,1029.125798
